Rank,RHref%,RH1%
36,20.824503305555556,19.91333333333333
3,32.039212777777784,29.716833333333337
83,42.11881036111111,38.979499999999994
91,52.64294199444444,48.23238888888888
51,63.75429508333333,58.03461111111111
78,74.1644221,67.5303888888889
53,85.60565745,78.03172222222221
100,91.33241988888888,84.16505555555555
89,96.46796671666667,89.2175
68,98.44189727272729,93.63818181818182
