RHref%,RH2%
20.195233372222223,21.5265
30.96439483888889,31.245777777777782
41.97951483888889,40.88377777777778
52.62260723333333,50.30550000000001
63.670174922222216,60.13844444444443
74.1644221,69.776
85.77122910555556,80.042
90.98132702777778,85.11705555555555
96.50469385000001,90.97838888888889
98.35318695555557,94.99155555555554
