Rank,RHref%,RH2%
28,20.195233372222223,21.5265
94,30.96439483888889,31.245777777777782
107,41.97951483888889,40.88377777777778
35,52.62260723333333,50.30550000000001
101,63.670174922222216,60.13844444444443
83,74.1644221,69.776
95,85.77122910555556,80.042
109,90.98132702777778,85.11705555555555
84,96.50469385000001,90.97838888888889
41,98.35318695555557,94.99155555555554
