Shift (s),std_dev
-300,0.5158832141184849
-299,0.5127424057453942
-298,0.5096037896464354
-297,0.5064673267453004
-296,0.5033325197667593
-295,0.5002006756856098
-294,0.4970698982642618
-293,0.4939412799686893
-292,0.49081554120642285
-291,0.4876917578524862
-290,0.48456975920578216
-289,0.4814509112349853
-288,0.4783346034499422
-287,0.4752211994392725
-286,0.4721099984682697
-285,0.4690011006547902
-284,0.46589539134634766
-283,0.46279169084294114
-282,0.45969263436805474
-281,0.4565945986044226
-280,0.45350091175847473
-279,0.4504096394216085
-278,0.4473213870135266
-277,0.44423739600510637
-276,0.4411583873483392
-275,0.4380830381410429
-274,0.4350102252665475
-273,0.43193853893419143
-272,0.428873047489902
-271,0.425811653221069
-270,0.42275382035022163
-269,0.419701034355475
-268,0.41665181085344355
-267,0.4136058880298439
-266,0.4105644163833384
-265,0.40752806496858146
-264,0.4044961141415886
-263,0.4014683739292606
-262,0.39844537863628143
-261,0.3954262271630744
-260,0.3924130714828533
-259,0.38940414309002164
-258,0.3864020087401499
-257,0.38340375784912617
-256,0.3804137878473873
-255,0.3774278574996013
-254,0.3744488087800236
-253,0.37147602210559516
-252,0.36850922372271894
-251,0.36555011500608986
-250,0.3625980030583003
-249,0.3596534390244009
-248,0.35671690200894357
-247,0.35378925800917654
-246,0.3508670009358896
-245,0.3479539867942315
-244,0.3450492443328188
-243,0.34215183214965106
-242,0.339263984549066
-241,0.33638517245931265
-240,0.3335163985254019
-239,0.33065597681544867
-238,0.32780482087031015
-237,0.32496393036402604
-236,0.322133619347776
-235,0.31931124941487876
-234,0.3165013848607992
-233,0.31370450855874704
-232,0.3109171209396185
-231,0.3081424050488898
-230,0.3053776954567643
-229,0.30262713731236784
-228,0.2998884660725957
-227,0.29716454371599355
-226,0.2944535773297331
-225,0.2917557864040188
-224,0.289071988080938
-223,0.2864023601101509
-222,0.2837474389357993
-221,0.2811076518822807
-220,0.27848225496789275
-219,0.2758737663309866
-218,0.2732820238154855
-217,0.27070850835878063
-216,0.26815318749760314
-215,0.26561711544637706
-214,0.2630982687342603
-213,0.260601252686776
-212,0.258125708976195
-211,0.2556719391481188
-210,0.2532391176418306
-209,0.2508290181204658
-208,0.24844001190238632
-207,0.24607519403198366
-206,0.24373544294818122
-205,0.2414207506757099
-204,0.23913433163715608
-203,0.23687257337899087
-202,0.23463816434772924
-201,0.23243009490044128
-200,0.23025312530557923
-199,0.22810122855177822
-198,0.22598424015502425
-197,0.2238996953300239
-196,0.22184710003680175
-195,0.2198259206790842
-194,0.21784077733146212
-193,0.215892354151926
-192,0.2139798357523844
-191,0.21210372542585149
-190,0.21026910379959296
-189,0.2084719322619729
-188,0.20671677621265702
-187,0.20500049628102726
-186,0.20332490903704528
-185,0.2016947647216954
-184,0.2001112778624153
-183,0.1985739840121033
-182,0.1970821621064043
-181,0.1956362359856943
-180,0.1942379966751641
-179,0.1928881215153365
-178,0.19159154868770373
-177,0.19034675986279662
-176,0.18915437850506164
