Rank,Interval start (s),Interval end (s),Sum of abs(slope),Slope: Tref (°C),Slope: t2 (°C),Mean: Tref (°C),Mean: t2 (°C),Min: Tref (°C),Max: Tref (°C),Min: t2 (°C),Max: t2 (°C)
462,4150.000000,4209.000000,0.000869,0.000212,0.000657,58.881007,57.620167,58.875229,58.886215,57.590000,57.640000
463,9370.000000,9429.000000,0.000869,-0.000650,-0.000219,64.168404,63.035500,64.147720,64.187088,63.020000,63.060000
464,9310.000000,9369.000000,0.000873,-0.000132,-0.000741,64.190151,63.067167,64.186142,64.194321,63.040000,63.090000
465,9320.000000,9379.000000,0.000879,-0.000124,-0.000754,64.188850,63.061167,64.182724,64.192307,63.030000,63.090000
466,9230.000000,9289.000000,0.000882,-0.000146,-0.000736,64.200987,63.098333,64.195969,64.204391,63.070000,63.130000
467,9120.000000,9179.000000,0.000882,-0.000573,-0.000309,64.222120,63.159333,64.210648,64.240646,63.140000,63.170000
468,1970.000000,2029.000000,0.000887,0.000607,-0.000280,60.703348,59.640833,60.688431,60.720230,59.620000,59.650000
469,6380.000000,6439.000000,0.000888,-0.000357,-0.000531,58.972578,57.756000,58.962143,58.981003,57.730000,57.790000
470,8980.000000,9039.000000,0.000893,-0.000474,-0.000419,64.345049,63.157333,64.325516,64.355118,63.140000,63.180000
471,330.000000,389.000000,0.000900,-0.000401,-0.000499,52.150487,50.909667,52.138626,52.163437,50.890000,50.930000
472,340.000000,399.000000,0.000902,-0.000347,-0.000555,52.146326,50.904000,52.136551,52.157486,50.880000,50.920000
473,9350.000000,9409.000000,0.000902,-0.000475,-0.000427,64.179136,63.042000,64.165695,64.189163,63.020000,63.060000
474,460.000000,519.000000,0.000903,-0.000228,-0.000674,52.121359,50.848167,52.114029,52.128220,50.820000,50.870000
475,9360.000000,9419.000000,0.000908,-0.000574,-0.000334,64.174254,63.038667,64.154312,64.188156,63.020000,63.060000
476,6670.000000,6729.000000,0.000909,0.000801,0.000108,59.007210,57.754000,58.979904,59.030746,57.740000,57.770000
477,6660.000000,6719.000000,0.000913,0.000802,0.000111,58.998977,57.752833,58.977066,59.021530,57.740000,57.770000
478,7960.000000,8019.000000,0.000914,-0.000228,-0.000686,65.325091,64.332667,65.318222,65.331131,64.300000,64.360000
479,9220.000000,9279.000000,0.000914,-0.000126,-0.000788,64.202463,63.105000,64.198013,64.206192,63.070000,63.130000
480,9180.000000,9239.000000,0.000919,-0.000104,-0.000815,64.206978,63.136167,64.203751,64.210678,63.110000,63.170000
481,7900.000000,7959.000000,0.000920,0.000294,0.000626,65.327663,64.332500,65.313156,65.332596,64.300000,64.360000
482,1900.000000,1959.000000,0.000920,0.000664,0.000257,60.660991,59.646667,60.645035,60.683762,59.630000,59.660000
483,9110.000000,9169.000000,0.000922,-0.000644,-0.000278,64.227473,63.161500,64.211685,64.244919,63.150000,63.170000
484,250.000000,309.000000,0.000924,-0.000194,-0.000730,52.179671,50.962833,52.168686,52.183853,50.940000,50.990000
485,2010.000000,2069.000000,0.000930,0.000327,-0.000603,60.723056,59.620667,60.711258,60.728897,59.600000,59.650000
486,9070.000000,9129.000000,0.000941,-0.000668,0.000273,64.253290,63.160333,64.236954,64.279343,63.150000,63.170000
487,4140.000000,4199.000000,0.000944,0.000227,0.000717,58.878966,57.615167,58.872940,58.885269,57.590000,57.640000
488,9330.000000,9389.000000,0.000947,-0.000237,-0.000711,64.186305,63.053333,64.173752,64.191086,63.030000,63.080000
489,370.000000,429.000000,0.000957,-0.000251,-0.000707,52.137758,50.884167,52.131454,52.147446,50.860000,50.910000
490,6390.000000,6449.000000,0.000959,-0.000351,-0.000609,58.969466,57.752833,58.961563,58.978653,57.730000,57.790000
491,8990.000000,9049.000000,0.000961,-0.000622,-0.000338,64.339401,63.153167,64.317673,64.354538,63.140000,63.170000
492,8910.000000,8969.000000,0.000971,-0.000822,-0.000149,64.381761,63.174500,64.357529,64.404892,63.160000,63.190000
493,9340.000000,9399.000000,0.000975,-0.000367,-0.000607,64.182983,63.046500,64.168076,64.190506,63.020000,63.070000
494,3290.000000,3349.000000,0.000975,-0.000687,-0.000288,58.994977,57.535500,58.978592,59.015945,57.520000,57.550000
495,9410.000000,9469.000000,0.000979,-0.000513,-0.000466,64.143364,63.021500,64.133560,64.163254,63.000000,63.040000
496,320.000000,379.000000,0.000982,-0.000393,-0.000589,52.154635,50.916167,52.144089,52.165634,50.890000,50.940000
497,350.000000,409.000000,0.001001,-0.000320,-0.000681,52.143156,50.897667,52.134506,52.151169,50.870000,50.920000
498,3280.000000,3339.000000,0.001007,-0.000720,-0.000287,59.001598,57.538833,58.981155,59.025253,57.520000,57.550000
499,8840.000000,8899.000000,0.001011,-0.000544,-0.000467,64.437695,63.205000,64.420456,64.455917,63.190000,63.230000
500,0.000000,59.000000,0.001013,0.000512,-0.000500,52.179128,51.094500,52.155441,52.188675,51.070000,51.110000
501,8850.000000,8909.000000,0.001014,-0.000642,-0.000373,64.430378,63.200500,64.405045,64.448288,63.190000,63.220000
502,9390.000000,9449.000000,0.001023,-0.000693,-0.000330,64.154673,63.028667,64.137009,64.172531,63.010000,63.040000
503,3270.000000,3329.000000,0.001035,-0.000795,-0.000240,59.009600,57.542167,58.989334,59.037277,57.530000,57.560000
504,360.000000,419.000000,0.001039,-0.000309,-0.000731,52.140377,50.891333,52.133102,52.149887,50.870000,50.920000
505,270.000000,329.000000,0.001048,-0.000357,-0.000691,52.174087,50.950000,52.163620,52.182144,50.930000,50.980000
506,260.000000,319.000000,0.001052,-0.000294,-0.000758,52.177053,50.956833,52.165817,52.182724,50.930000,50.980000
507,9000.000000,9059.000000,0.001054,-0.000811,-0.000243,64.331449,63.151167,64.294998,64.349594,63.140000,63.170000
508,9060.000000,9119.000000,0.001057,-0.000846,0.000211,64.261123,63.158000,64.240646,64.290359,63.150000,63.170000
509,1870.000000,1929.000000,0.001067,0.000770,0.000296,60.639534,59.639500,60.613754,60.661118,59.610000,59.660000
510,3180.000000,3239.000000,0.001070,-0.000688,-0.000383,59.082856,57.581833,59.057755,59.102646,57.570000,57.600000
511,310.000000,369.000000,0.001074,-0.000413,-0.000661,52.158152,50.922667,52.147507,52.168594,50.900000,50.950000
512,2070.000000,2129.000000,0.001086,-0.000228,-0.000859,60.723855,59.592333,60.714737,60.728409,59.550000,59.620000
513,610.000000,669.000000,0.001089,0.000607,0.000482,52.125301,50.820000,52.111649,52.152573,50.800000,50.850000
514,1980.000000,2039.000000,0.001094,0.000609,-0.000485,60.709063,59.635500,60.689926,60.725784,59.610000,59.650000
515,1990.000000,2049.000000,0.001112,0.000525,-0.000586,60.714924,59.631333,60.696671,60.728073,59.610000,59.650000
516,280.000000,339.000000,0.001113,-0.000377,-0.000736,52.170940,50.942333,52.158981,52.179977,50.910000,50.970000
517,2000.000000,2059.000000,0.001120,0.000426,-0.000694,60.719674,59.625667,60.705368,60.728897,59.600000,59.650000
518,300.000000,359.000000,0.001122,-0.000435,-0.000687,52.162181,50.928000,52.149887,52.175766,50.900000,50.950000
519,8900.000000,8959.000000,0.001122,-0.000811,-0.000311,64.389741,63.178167,64.363663,64.416122,63.170000,63.200000
520,3190.000000,3249.000000,0.001138,-0.000757,-0.000381,59.075243,57.577833,59.051346,59.094040,57.560000,57.590000
521,290.000000,349.000000,0.001139,-0.000428,-0.000711,52.166791,50.934667,52.151199,52.179214,50.900000,50.960000
522,6680.000000,6739.000000,0.001140,0.000880,0.000260,59.015957,57.755333,58.992905,59.045700,57.740000,57.770000
523,7980.000000,8039.000000,0.001144,-0.000333,-0.000812,65.319100,64.316167,65.308640,65.327072,64.290000,64.340000
524,7970.000000,8029.000000,0.001155,-0.000299,-0.000855,65.322228,64.324000,65.311539,65.330063,64.290000,64.350000
525,3170.000000,3229.000000,0.001165,-0.000690,-0.000475,59.089893,57.586500,59.070877,59.111557,57.570000,57.610000
526,8830.000000,8889.000000,0.001167,-0.000597,-0.000570,64.443187,63.209833,64.427811,64.462021,63.190000,63.230000
527,9400.000000,9459.000000,0.001169,-0.000648,-0.000521,64.148766,63.025167,64.134018,64.166855,63.000000,63.040000
528,3260.000000,3319.000000,0.001170,-0.000859,-0.000310,59.017908,57.544667,58.992477,59.042801,57.530000,57.560000
529,8860.000000,8919.000000,0.001187,-0.000778,-0.000409,64.423057,63.195000,64.398758,64.441635,63.170000,63.220000
530,7990.000000,8049.000000,0.001190,-0.000371,-0.000819,65.315822,64.309833,65.303879,65.324905,64.280000,64.340000
531,3160.000000,3219.000000,0.001200,-0.000705,-0.000495,59.096725,57.591000,59.075363,59.116196,57.570000,57.610000
532,9010.000000,9069.000000,0.001201,-0.001122,-0.000079,64.321089,63.150500,64.281296,64.347000,63.140000,63.160000
533,3200.000000,3259.000000,0.001201,-0.000824,-0.000378,59.067387,57.573833,59.043289,59.091934,57.560000,57.590000
534,8000.000000,8059.000000,0.001204,-0.000400,-0.000804,65.312042,64.301500,65.299179,65.324051,64.270000,64.330000
535,7890.000000,7949.000000,0.001235,0.000439,0.000796,65.324169,64.325500,65.309830,65.332596,64.290000,64.360000
536,3150.000000,3209.000000,0.001237,-0.000685,-0.000552,59.103825,57.596000,59.084488,59.123459,57.570000,57.620000
537,8820.000000,8879.000000,0.001243,-0.000631,-0.000612,64.449156,63.215833,64.431595,64.468796,63.190000,63.240000
538,8010.000000,8069.000000,0.001254,-0.000433,-0.000821,65.307694,64.291833,65.293930,65.319321,64.260000,64.320000
539,3250.000000,3309.000000,0.001276,-0.000840,-0.000437,59.026056,57.549167,59.002182,59.051346,57.540000,57.570000
540,9050.000000,9109.000000,0.001296,-0.001122,0.000175,64.271655,63.155167,64.244919,64.312119,63.140000,63.160000
541,8020.000000,8079.000000,0.001316,-0.000429,-0.000887,65.303299,64.282167,65.290665,65.314529,64.250000,64.320000
542,3210.000000,3269.000000,0.001319,-0.000807,-0.000512,59.059589,57.569000,59.037277,59.084000,57.550000,57.590000
543,8890.000000,8949.000000,0.001326,-0.000891,-0.000435,64.399284,63.182167,64.373856,64.427811,63.170000,63.210000
544,3140.000000,3199.000000,0.001334,-0.000729,-0.000605,59.110919,57.602167,59.092392,59.133743,57.580000,57.630000
545,2080.000000,2139.000000,0.001374,-0.000293,-0.001081,60.721354,59.582333,60.711197,60.728134,59.540000,59.610000
546,3240.000000,3299.000000,0.001383,-0.000835,-0.000547,59.034097,57.553667,59.008713,59.056381,57.540000,57.580000
547,8870.000000,8929.000000,0.001391,-0.000824,-0.000567,64.415703,63.190667,64.391800,64.437057,63.170000,63.220000
548,2120.000000,2179.000000,0.001407,-0.000565,-0.000842,60.704339,59.540667,60.684402,60.719711,59.520000,59.580000
549,3220.000000,3279.000000,0.001408,-0.000828,-0.000580,59.051819,57.563833,59.025253,59.074570,57.540000,57.590000
550,8880.000000,8939.000000,0.001414,-0.000886,-0.000528,64.407843,63.185333,64.383438,64.430222,63.170000,63.210000
551,8790.000000,8849.000000,0.001415,-0.000791,-0.000624,64.470767,63.235500,64.448563,64.501846,63.210000,63.260000
552,3130.000000,3189.000000,0.001419,-0.000770,-0.000649,59.118540,57.608333,59.094406,59.144638,57.590000,57.630000
553,8800.000000,8859.000000,0.001432,-0.000719,-0.000713,64.462736,63.229833,64.443741,64.487106,63.210000,63.250000
554,6690.000000,6749.000000,0.001437,0.001066,0.000371,59.026021,57.758333,58.998825,59.066116,57.740000,57.770000
555,3230.000000,3289.000000,0.001439,-0.000867,-0.000572,59.042791,57.559000,59.016556,59.070084,57.540000,57.580000
556,8810.000000,8869.000000,0.001448,-0.000669,-0.000778,64.455861,63.222167,64.437057,64.478653,63.190000,63.250000
557,8710.000000,8769.000000,0.001458,-0.000519,-0.000939,64.536630,63.294500,64.520889,64.552505,63.260000,63.330000
558,9020.000000,9079.000000,0.001475,-0.001380,0.000096,64.309393,63.150333,64.267349,64.340012,63.140000,63.160000
559,1860.000000,1919.000000,0.001478,0.000907,0.000570,60.630867,59.634167,60.600113,60.651382,59.600000,59.650000
560,2130.000000,2189.000000,0.001495,-0.000654,-0.000842,60.698187,59.531667,60.677505,60.714737,59.500000,59.560000
561,8700.000000,8759.000000,0.001496,-0.000549,-0.000946,64.542200,63.304000,64.526535,64.563339,63.270000,63.340000
562,7880.000000,7939.000000,0.001496,0.000600,0.000896,65.319066,64.318167,65.297012,65.332138,64.280000,64.360000
563,7840.000000,7899.000000,0.001502,0.001154,0.000348,65.283050,64.291333,65.250443,65.313065,64.260000,64.320000
564,2110.000000,2169.000000,0.001513,-0.000488,-0.001025,60.709766,59.550667,60.692703,60.722031,59.520000,59.590000
565,8720.000000,8779.000000,0.001520,-0.000593,-0.000927,64.530515,63.285667,64.508530,64.545670,63.250000,63.310000
566,7830.000000,7889.000000,0.001520,0.001179,0.000342,65.271574,64.286667,65.235886,65.309158,64.260000,64.320000
567,2090.000000,2149.000000,0.001545,-0.000357,-0.001188,60.717996,59.573167,60.704239,60.727554,59.540000,59.610000
568,7820.000000,7879.000000,0.001551,0.001216,0.000335,65.259104,64.282667,65.221603,65.296738,64.260000,64.300000
569,7870.000000,7929.000000,0.001554,0.000734,0.000820,65.312513,64.310167,65.283249,65.330826,64.280000,64.340000
570,3120.000000,3179.000000,0.001557,-0.000820,-0.000737,59.126656,57.615833,59.103439,59.151382,57.600000,57.650000
571,8780.000000,8839.000000,0.001562,-0.000926,-0.000637,64.479433,63.242333,64.456985,64.508347,63.220000,63.270000
572,8730.000000,8789.000000,0.001577,-0.000693,-0.000884,64.524112,63.278000,64.501846,64.541031,63.250000,63.310000
573,8690.000000,8749.000000,0.001586,-0.000606,-0.000980,64.548344,63.314833,64.532211,64.567459,63.280000,63.350000
574,7810.000000,7869.000000,0.001595,0.001149,0.000446,65.246608,64.277667,65.213181,65.282242,64.250000,64.300000
575,9040.000000,9099.000000,0.001596,-0.001349,0.000246,64.283793,63.152833,64.250778,64.324966,63.140000,63.160000
576,8770.000000,8829.000000,0.001602,-0.000988,-0.000613,64.488515,63.248833,64.462631,64.518631,63.220000,63.280000
577,8760.000000,8819.000000,0.001613,-0.001018,-0.000595,64.498278,63.255333,64.469925,64.526535,63.240000,63.280000
578,8030.000000,8089.000000,0.001618,-0.000499,-0.001119,65.298641,64.273500,65.279892,65.311539,64.240000,64.320000
579,8750.000000,8809.000000,0.001634,-0.000959,-0.000675,64.507415,63.261167,64.479202,64.530350,63.240000,63.290000
580,7850.000000,7909.000000,0.001644,0.001118,0.000527,65.293113,64.296500,65.259506,65.319839,64.270000,64.330000
581,2100.000000,2159.000000,0.001649,-0.000411,-0.001238,60.714063,59.562667,60.700760,60.723495,59.530000,59.610000
582,8740.000000,8799.000000,0.001657,-0.000826,-0.000831,64.516260,63.268667,64.487106,64.537003,63.240000,63.300000
583,620.000000,679.000000,0.001675,0.001004,0.000671,52.134217,50.826000,52.115982,52.182663,50.810000,50.860000
584,9030.000000,9089.000000,0.001688,-0.001453,0.000236,64.296609,63.150833,64.258102,64.337875,63.140000,63.160000
585,2140.000000,2199.000000,0.001690,-0.000689,-0.001001,60.691785,59.522000,60.670700,60.711075,59.480000,59.560000
586,7780.000000,7839.000000,0.001704,0.001264,0.000440,65.210097,64.263667,65.175003,65.250443,64.240000,64.290000
587,8040.000000,8099.000000,0.001714,-0.000561,-0.001153,65.293263,64.263333,65.275314,65.307755,64.230000,64.320000
588,7860.000000,7919.000000,0.001723,0.000973,0.000750,65.303056,64.301333,65.267105,65.326431,64.270000,64.330000
589,8050.000000,8109.000000,0.001723,-0.000594,-0.001129,65.287577,64.251333,65.269638,65.303421,64.210000,64.290000
590,8060.000000,8119.000000,0.001753,-0.000625,-0.001128,65.281564,64.239500,65.261612,65.298386,64.200000,64.280000
591,8680.000000,8739.000000,0.001785,-0.000675,-0.001110,64.554716,63.325500,64.537308,64.577164,63.300000,63.370000
592,3110.000000,3169.000000,0.001805,-0.000902,-0.000904,59.135227,57.623667,59.112228,59.166672,57.600000,57.660000
593,7800.000000,7859.000000,0.001817,0.001222,0.000595,65.235410,64.274500,65.197403,65.266190,64.250000,64.300000
594,7790.000000,7849.000000,0.001846,0.001289,0.000557,65.223234,64.268500,65.183975,65.259506,64.240000,64.300000
595,8070.000000,8129.000000,0.001846,-0.000715,-0.001131,65.274790,64.228500,65.252060,65.293930,64.190000,64.270000
596,2150.000000,2209.000000,0.001849,-0.000800,-0.001048,60.684082,59.511500,60.657608,60.704239,59.480000,59.540000
597,6700.000000,6759.000000,0.001858,0.001321,0.000537,59.038904,57.764833,59.005234,59.082596,57.740000,57.790000
598,8100.000000,8159.000000,0.001869,-0.000856,-0.001013,65.251532,64.195833,65.228500,65.275314,64.160000,64.230000
599,8080.000000,8139.000000,0.001904,-0.000752,-0.001152,65.267321,64.217333,65.242020,65.291000,64.170000,64.250000
600,8090.000000,8149.000000,0.001927,-0.000823,-0.001104,65.259384,64.206833,65.232040,65.279892,64.170000,64.240000
601,2160.000000,2219.000000,0.001944,-0.000826,-0.001118,60.676364,59.501333,60.652145,60.700760,59.460000,59.530000
602,8640.000000,8699.000000,0.001950,-0.000941,-0.001010,64.586743,63.371000,64.563339,64.617722,63.330000,63.400000
603,8650.000000,8709.000000,0.001976,-0.000839,-0.001138,64.577376,63.359833,64.554184,64.608139,63.320000,63.390000
604,8110.000000,8169.000000,0.001993,-0.000872,-0.001121,65.242993,64.184000,65.217331,65.269485,64.140000,64.220000
605,7770.000000,7829.000000,0.001995,0.001264,0.000732,65.197224,64.255833,65.159531,65.233749,64.210000,64.280000
606,3100.000000,3159.000000,0.002008,-0.000985,-0.001024,59.144601,57.633333,59.116837,59.172745,57.600000,57.670000
607,8670.000000,8729.000000,0.002045,-0.000750,-0.001295,64.561501,63.336667,64.541275,64.583878,63.300000,63.380000
608,8660.000000,8719.000000,0.002049,-0.000778,-0.001271,64.568994,63.348667,64.545944,64.592667,63.310000,63.390000
609,8120.000000,8179.000000,0.002058,-0.000817,-0.001241,65.234569,64.172167,65.210800,65.260635,64.130000,64.210000
610,2170.000000,2229.000000,0.002113,-0.000839,-0.001274,60.668030,59.489333,60.641129,60.691330,59.440000,59.530000
611,1850.000000,1909.000000,0.002161,0.001139,0.001022,60.620768,59.625333,60.583237,60.647507,59.580000,59.650000
612,3090.000000,3149.000000,0.002162,-0.001071,-0.001091,59.155013,57.643500,59.124496,59.193222,57.610000,57.680000
613,8630.000000,8689.000000,0.002172,-0.001044,-0.001129,64.596467,63.383667,64.568222,64.628342,63.340000,63.430000
614,2220.000000,2279.000000,0.002173,-0.001096,-0.001077,60.621743,59.421667,60.582962,60.651779,59.390000,59.460000
615,7760.000000,7819.000000,0.002197,0.001280,0.000917,65.185170,64.246667,65.149796,65.218948,64.210000,64.280000
616,2230.000000,2289.000000,0.002228,-0.001234,-0.000995,60.610029,59.409333,60.573044,60.641098,59.370000,59.450000
617,2210.000000,2269.000000,0.002284,-0.000956,-0.001328,60.632749,59.434500,60.600296,60.657608,59.400000,59.480000
618,2180.000000,2239.000000,0.002293,-0.000876,-0.001417,60.659384,59.475000,60.633438,60.683060,59.430000,59.520000
619,8130.000000,8189.000000,0.002294,-0.000816,-0.001478,65.226357,64.157833,65.200699,65.252060,64.110000,64.200000
620,630.000000,689.000000,0.002326,0.001479,0.000847,52.146950,50.833167,52.117172,52.201828,50.810000,50.860000
621,3080.000000,3139.000000,0.002344,-0.001143,-0.001201,59.165940,57.654667,59.133865,59.197983,57.620000,57.690000
622,2200.000000,2259.000000,0.002365,-0.000842,-0.001523,60.641983,59.447000,60.614700,60.669144,59.410000,59.500000
623,2190.000000,2249.000000,0.002407,-0.000884,-0.001523,60.650982,59.460167,60.625565,60.677200,59.410000,59.500000
624,8620.000000,8679.000000,0.002408,-0.001121,-0.001287,64.606912,63.396667,64.577560,64.639908,63.360000,63.440000
625,3070.000000,3129.000000,0.002409,-0.001201,-0.001208,59.177518,57.666667,59.145218,59.212784,57.630000,57.710000
626,8190.000000,8249.000000,0.002424,-0.001281,-0.001143,65.166896,64.064167,65.132034,65.200089,64.020000,64.110000
627,6710.000000,6769.000000,0.002428,0.001725,0.000703,59.054716,57.771167,59.016098,59.124222,57.750000,57.800000
628,8570.000000,8629.000000,0.002457,-0.001215,-0.001242,64.663800,63.468000,64.630875,64.697464,63.430000,63.500000
629,3060.000000,3119.000000,0.002460,-0.001329,-0.001131,59.190577,57.677667,59.152969,59.236862,57.640000,57.710000
630,7750.000000,7809.000000,0.002480,0.001252,0.001228,65.172665,64.236833,65.139267,65.212418,64.200000,64.280000
631,3040.000000,3099.000000,0.002487,-0.001431,-0.001056,59.218043,57.699833,59.174484,59.259476,57.660000,57.730000
632,8180.000000,8239.000000,0.002494,-0.001210,-0.001284,65.178657,64.077500,65.141464,65.210800,64.030000,64.130000
633,2240.000000,2299.000000,0.002509,-0.001346,-0.001162,60.598068,59.397167,60.555862,60.633438,59.340000,59.430000
634,8560.000000,8619.000000,0.002514,-0.001267,-0.001247,64.675806,63.481667,64.639908,64.712692,63.440000,63.520000
635,3050.000000,3109.000000,0.002515,-0.001445,-0.001069,59.204612,57.688833,59.167313,59.247299,57.650000,57.720000
636,3030.000000,3089.000000,0.002548,-0.001549,-0.000999,59.233269,57.710667,59.193222,59.286423,57.680000,57.740000
637,8510.000000,8569.000000,0.002555,-0.001324,-0.001232,64.740610,63.550167,64.701370,64.782333,63.500000,63.590000
638,8500.000000,8559.000000,0.002561,-0.001367,-0.001194,64.754392,63.563333,64.713425,64.799454,63.520000,63.600000
639,8550.000000,8609.000000,0.002561,-0.001264,-0.001298,64.688612,63.495333,64.647568,64.730362,63.460000,63.540000
640,8140.000000,8199.000000,0.002589,-0.000803,-0.001786,65.217982,64.141667,65.194321,65.241745,64.080000,64.190000
641,8580.000000,8639.000000,0.002594,-0.001231,-0.001363,64.652496,63.455000,64.617752,64.687881,63.410000,63.500000
642,8200.000000,8259.000000,0.002608,-0.001271,-0.001336,65.154829,64.050667,65.121597,65.194046,64.000000,64.090000
643,7740.000000,7799.000000,0.002611,0.001291,0.001320,65.159189,64.226000,65.115585,65.197403,64.170000,64.280000
644,8610.000000,8669.000000,0.002611,-0.001121,-0.001490,64.617403,63.409833,64.585434,64.647568,63.370000,63.450000
645,8490.000000,8549.000000,0.002614,-0.001441,-0.001173,64.768914,63.576000,64.730789,64.811111,63.540000,63.620000
646,8170.000000,8229.000000,0.002638,-0.001112,-0.001526,65.189894,64.093000,65.154922,65.217331,64.050000,64.150000
647,8480.000000,8539.000000,0.002643,-0.001402,-0.001240,64.782310,63.587167,64.741226,64.817764,63.550000,63.630000
648,8210.000000,8269.000000,0.002644,-0.001090,-0.001554,65.143327,64.036000,65.117599,65.181168,63.980000,64.080000
649,8160.000000,8219.000000,0.002670,-0.000942,-0.001728,65.200278,64.107833,65.161575,65.225571,64.060000,64.160000
650,8150.000000,8209.000000,0.002674,-0.000831,-0.001843,65.209895,64.124833,65.184280,65.232040,64.080000,64.180000
651,8590.000000,8649.000000,0.002706,-0.001133,-0.001573,64.640408,63.439667,64.608139,64.680222,63.390000,63.480000
652,640.000000,699.000000,0.002713,0.001831,0.000882,52.162309,50.840833,52.122787,52.218430,50.810000,50.870000
653,8540.000000,8599.000000,0.002725,-0.001234,-0.001490,64.701919,63.509333,64.662338,64.739944,63.470000,63.560000
654,8460.000000,8519.000000,0.002733,-0.001226,-0.001506,64.807960,63.615167,64.764389,64.838425,63.570000,63.660000
655,8600.000000,8659.000000,0.002733,-0.001077,-0.001656,64.628401,63.424500,64.592972,64.662338,63.380000,63.470000
656,1840.000000,1899.000000,0.002734,0.001260,0.001474,60.609060,59.614167,60.568039,60.641342,59.560000,59.650000
657,8450.000000,8509.000000,0.002738,-0.001121,-0.001617,64.820592,63.631333,64.783615,64.856491,63.590000,63.680000
658,8470.000000,8529.000000,0.002738,-0.001360,-0.001378,64.795355,63.600833,64.753525,64.833328,63.560000,63.650000
659,8320.000000,8379.000000,0.002741,-0.001223,-0.001519,64.996148,63.849667,64.961258,65.032913,63.790000,63.890000
660,3020.000000,3079.000000,0.002772,-0.001692,-0.001080,59.250060,57.721500,59.199173,59.300583,57.690000,57.760000
661,8220.000000,8279.000000,0.002776,-0.000967,-0.001809,65.132808,64.019667,65.101639,65.161575,63.960000,64.070000
662,8350.000000,8409.000000,0.002778,-0.001386,-0.001391,64.956907,63.804667,64.920883,64.997330,63.760000,63.850000
663,8530.000000,8589.000000,0.002784,-0.001296,-0.001488,64.714636,63.523000,64.683426,64.753525,63.480000,63.570000
664,8520.000000,8579.000000,0.002792,-0.001366,-0.001426,64.727000,63.536667,64.687943,64.763260,63.490000,63.580000
665,8340.000000,8399.000000,0.002818,-0.001336,-0.001482,64.969646,63.818833,64.928238,65.003006,63.780000,63.870000
666,8440.000000,8499.000000,0.002844,-0.001105,-0.001739,64.832662,63.647333,64.800186,64.869278,63.600000,63.700000
667,8330.000000,8389.000000,0.002864,-0.001279,-0.001585,64.983350,63.834333,64.940323,65.023453,63.790000,63.890000
668,8360.000000,8419.000000,0.002868,-0.001307,-0.001561,64.943641,63.789333,64.904587,64.982010,63.730000,63.840000
669,650.000000,709.000000,0.002870,0.002026,0.000844,52.179744,50.848667,52.126511,52.241409,50.820000,50.870000
670,2250.000000,2309.000000,0.002886,-0.001457,-0.001429,60.584175,59.384833,60.533432,60.625565,59.330000,59.420000
671,8310.000000,8369.000000,0.002911,-0.001337,-0.001574,65.009278,63.864667,64.971695,65.056503,63.810000,63.920000
672,3010.000000,3069.000000,0.002924,-0.001748,-0.001176,59.267415,57.732333,59.215805,59.325211,57.690000,57.780000
673,8230.000000,8289.000000,0.002943,-0.001014,-0.001929,65.121861,64.001333,65.088638,65.153732,63.940000,64.050000
674,8430.000000,8489.000000,0.003016,-0.001230,-0.001786,64.844130,63.664000,64.811508,64.885635,63.600000,63.720000
675,8250.000000,8309.000000,0.003023,-0.001299,-0.001724,65.098251,63.965167,65.056503,65.129898,63.920000,64.020000
676,8240.000000,8299.000000,0.003030,-0.001094,-0.001936,65.110585,63.983333,65.069138,65.140549,63.930000,64.050000
677,8420.000000,8479.000000,0.003039,-0.001421,-0.001619,64.858136,63.680833,64.818863,64.904587,63.620000,63.730000
678,1780.000000,1839.000000,0.003045,0.001567,0.001478,60.507287,59.519667,60.461441,60.563919,59.470000,59.570000
679,8300.000000,8359.000000,0.003088,-0.001402,-0.001686,65.023617,63.881167,64.985336,65.069138,63.830000,63.930000
680,6720.000000,6779.000000,0.003123,0.002227,0.000896,59.074797,57.777833,59.022385,59.154343,57.750000,57.810000
681,660.000000,719.000000,0.003125,0.002248,0.000877,52.201691,50.858500,52.136917,52.278824,50.830000,50.890000
682,8370.000000,8429.000000,0.003137,-0.001318,-0.001819,64.930883,63.771167,64.888229,64.971176,63.710000,63.830000
683,3000.000000,3059.000000,0.003146,-0.001873,-0.001273,59.285235,57.745167,59.237503,59.338089,57.700000,57.790000
684,7730.000000,7789.000000,0.003149,0.001463,0.001686,65.144454,64.210000,65.096481,65.183975,64.150000,64.260000
685,1830.000000,1889.000000,0.003154,0.001482,0.001672,60.594660,59.599500,60.537643,60.634476,59.540000,59.650000
686,2260.000000,2319.000000,0.003195,-0.001524,-0.001672,60.568764,59.370333,60.522110,60.610306,59.320000,59.410000
687,8280.000000,8339.000000,0.003198,-0.001611,-0.001587,65.053732,63.913667,65.006210,65.099960,63.860000,63.960000
688,8260.000000,8319.000000,0.003198,-0.001518,-0.001680,65.084984,63.947333,65.036087,65.121597,63.890000,64.000000
689,8290.000000,8349.000000,0.003214,-0.001585,-0.001629,65.038214,63.897833,64.998001,65.086838,63.850000,63.950000
690,1790.000000,1849.000000,0.003243,0.001763,0.001480,60.525309,59.534833,60.475388,60.582291,59.470000,59.580000
